Time (hr),Theobromine_C(t) (µM),Theobromine_IKK_inhibited(t),Theobromine_N(t),Epicatechin_C(t) (µM),Epicatechin_IKK_inhibited(t),Epicatechin_N(t),Catechin_C(t) (µM),Catechin_IKK_inhibited(t),Catechin_N(t)
0.49699398797595185,11.882395654650033,1.9999762352086907,0.8800999462474859,7.4916904993198115,1.9999850166190014,0.8801041708375151,7.429184559594159,1.9999851416308807,0.8801042006142304
0.5130260521042084,11.823077527846069,1.9999763538449442,0.9050088150953042,7.458068063464234,1.999985083863873,0.9050131486170645,7.393844043854811,1.9999852123119124,0.9050131796849437
0.5290581162324649,11.76405552316005,1.9999764718889537,0.9297188118731816,7.424596523884065,1.9999851508069522,0.9297232521680133,7.35867164240078,1.9999852826567153,0.9297232847062817
0.5450901803607214,11.705328162320267,1.9999765893436754,0.9542315245011361,7.391275203362283,1.9999852174495933,0.9542360696797901,7.323666555515018,1.999985352666889,0.9542361037342739
0.561122244488978,11.646893974434695,1.999976706212051,0.9785485285343973,7.358103427721185,1.9999852837931447,0.9785531763252915,7.2888279872847175,1.9999854223440254,0.9785532119940299
0.5771543086172344,11.588751495954146,1.999976822497008,1.0026713873257804,7.3250805258087635,1.9999853498389484,1.0026761350038025,7.254155145583218,1.9999854916897088,1.0026761724488436
0.5931863727454909,11.530899270635622,1.9999769382014587,1.026601652188061,7.292205829485109,1.999985415588341,1.0266064965052952,7.219647242051992,1.999985560705516,1.026606535963209
0.6092184368737474,11.47333584950584,1.999977053328301,1.0503408625563475,7.259478673608903,1.9999854810426527,1.0503457996735384,7.18530349208272,1.9999856293930158,1.0503458414658382
0.625250501002004,11.416059790824937,1.9999771678804183,1.0738905440158568,7.226898396023957,1.999985546203208,1.0738955715692078,7.151123114799454,1.9999856977537704,1.0738956161126771
0.6412825651302605,11.359069660050356,1.9999772818606798,1.0972522067218669,7.1944643375458135,1.999985611071325,1.0972573270257702,7.117105333040859,1.9999857657893338,1.0972573741106864
0.657314629258517,11.302364029800934,1.9999773952719404,1.120427351697211,7.162175841948414,1.999985675648316,1.1204325641221828,7.08324937334255,1.9999858335012533,1.1204326132701816
0.6733466933867734,11.245941479821129,1.9999775081170403,1.1434174681269993,7.130032255950814,1.9999857399354881,1.1434227711241456,7.049554465919491,1.999985900891068,1.1434228223678566
0.68937875751503,11.189800596945464,1.999977620398806,1.1662240333663794,7.0980329292039785,1.9999858039341416,1.1662294253235346,7.016019844648509,1.9999859679603107,1.1662294787049148
0.7054108216432865,11.13393997506313,1.9999777321200498,1.1888485130485156,7.066177214277607,1.9999858676455715,1.1888539922712802,6.9826447470508635,1.9999860347105058,1.1888540478442713
0.721442885771543,11.078358215082762,1.9999778432835698,1.2112923611925683,7.034464466647046,1.9999859310710668,1.2112979258841006,6.949428414274914,1.9999861011431714,1.211297983717469
0.7374749498997996,11.023053924897402,1.9999779538921503,1.2335570202545456,7.002894044680248,1.9999859942119107,1.2335626685512313,6.916370091078866,1.9999861672598178,1.2335627287315938
0.7535070140280561,10.968025719349631,1.9999780639485614,1.2556439203702354,6.971465309624783,1.9999860570693808,1.2556496512411581,6.883469025813598,1.9999862330619484,1.2556497138684464
0.7695390781563125,10.913272220196882,1.9999781734555595,1.2775544805144432,6.940177625594921,1.9999861196447488,1.2775602930941068,6.850724470405573,1.9999862985510592,1.2775603580300543
0.785571142284569,10.858792056076904,1.9999782824158878,1.2992901085753301,6.909030359558762,1.9999861819392808,1.2992960014717785,6.818135680339825,1.9999863637286392,1.2992960687370165
0.8016032064128256,10.80458386247344,1.999978390832275,1.3208522012280444,6.878022881325431,1.9999862439542373,1.3208581730239517,6.78570191464304,1.9999864285961708,1.3208582426469577
0.8176352705410821,10.75064628168202,1.9999784987074367,1.3422421440324543,6.847154563532331,1.9999863056908729,1.3422481932780181,6.753422435866694,1.9999864931551283,1.3422482652925858
0.8336673346693386,10.696977962775991,1.9999786060440745,1.3634613115308811,6.816424781632439,1.9999863671504368,1.3634674367315955,6.721296510070304,1.99998655740698,1.363467511178526
0.8496993987975952,10.643577561572647,1.999978712844877,1.384511067345831,6.785832913881681,1.9999864283341722,1.3845172669492092,6.689323406804723,1.9999866213531865,1.384517343878157
0.8657314629258517,10.590443740599591,1.9999788191125187,1.4053927640410229,6.755378341326345,1.9999864892433175,1.4053990366589717,6.657502399095542,1.9999866849952017,1.4053991161304458
0.8817635270541081,10.537575169061217,1.9999789248496618,1.426107743053691,6.725060447790564,1.9999865498791045,1.426114087799537,6.625832763426559,1.999986748334473,1.4261141698146758
0.8977955911823646,10.484970522805385,1.9999790300589544,1.4466573354335728,6.694878619863843,1.9999866102427604,1.4466637511273672,6.594313779723326,1.9999868113724406,1.4466638356477366
0.9138276553106212,10.432628484290264,1.9999791347430314,1.4670428616348354,6.664832246888653,1.9999866703355063,1.4670493469774035,6.562944731336777,1.9999868741105373,1.467049434025212
0.9298597194388777,10.38054774255132,1.9999792389045148,1.4872656315989259,6.634920720948074,1.999986730158558,1.4872721852651345,6.531724905026937,1.9999869365501899,1.487272274866936
0.9458917835671342,10.328726993168486,1.9999793425460137,1.5073269448465048,6.605143436853494,1.9999867897131263,1.5073335654740658,6.5006535909467,1.999986998692818,1.5073336576623009
0.9619238476953907,10.2771649382335,1.9999794456701234,1.5272280905693771,6.575499792132364,1.9999868490004158,1.5272347767466254,6.469730082625694,1.9999870605398347,1.5272348715613133
0.9779559118236472,10.225860286317385,1.9999795482794274,1.5469703475503531,6.545989187016015,1.999986908021626,1.5469770979750688,6.438953676954214,1.9999871220926462,1.5469771954656497
0.9939879759519037,10.174811752438105,1.999979650376495,1.566554984422605,6.516611024427513,1.999986966777951,1.5665617978923834,6.408323674167237,1.9999871833526517,1.5665618979459646
1.0100200400801602,10.124018058028392,1.999979751963884,1.5859832592222232,6.4873647099695875,1.99998702527058,1.585990134822426,6.377839377828513,1.9999872443212443,1.5859902377226769
1.0260521042084167,10.073477930903712,1.9999798530441382,1.6052564203592141,6.458249651912598,1.999987083500696,1.605263357079509,6.347500094814727,1.9999873049998105,1.6052634626402467
1.0420841683366733,10.023190105230405,1.9999799536197895,1.6243757062893722,6.429265261182567,1.9999871414694776,1.6243827029082487,6.317305135299739,1.9999873653897293,1.6243828111527339
1.0581162324649298,9.973153321493985,1.999980053693357,1.643342345604122,6.400410951349262,1.9999871991780973,1.643349400882723,6.287253812738906,1.9999874254923746,1.6433495118367039
1.0741482965931863,9.923366326467587,1.9999801532673471,1.6621575571196219,6.371686138614324,1.9999872566277228,1.662164669786445,6.257345443853464,1.9999874853091122,1.6621647834803912
1.0901803607214429,9.87382787318058,1.9999802523442536,1.6808225499651275,6.343090241799463,1.9999873138195163,1.6808297187008074,6.227579348614995,1.9999875448413027,1.6808298351721334
1.1062124248496994,9.824536720887343,1.9999803509265581,1.6993385233309677,6.314622682334692,1.9999873707546354,1.6993457470927966,6.1979548502299675,1.9999876040902995,1.6993458663880723
1.122244488977956,9.775491635036179,1.9999804490167299,1.7177066664421266,6.286282884246631,1.9999874274342315,1.7177139448480372,6.168471275124347,1.9999876630574498,1.717714066930873
1.1382765531062122,9.7266913872384,1.9999805466172256,1.7359281595213543,6.258070274146843,1.9999874838594518,1.7359354917148264,6.139127952928276,1.9999877217440942,1.735935616491859
1.1543086172344688,9.678134755237558,1.9999806437304894,1.7540041734055243,6.22998428122024,1.9999875400314375,1.7540115583323894,6.10992421646084,1.999987780151567,1.7540116858093329
1.1703406813627253,9.629820522878836,1.9999807403589542,1.7719358696145324,6.202024337213529,1.9999875959513256,1.7719433061891612,6.080859401714893,1.9999878382811966,1.771943436376885
1.1863727454909818,9.58174748007858,1.9999808365050398,1.7897244004303525,6.174189876423721,1.999987651620247,1.7897318875284394,6.051932847841958,1.9999878961343043,1.7897320204440608
1.2024048096192383,9.533914422794004,1.9999809321711544,1.8073709089751784,6.14648033568668,1.9999877070393286,1.8073784454269153,6.023143897137208,1.9999879537122058,1.8073785810948375
1.2184368737474949,9.486320152993022,1.999981027359694,1.8248765292886617,6.1188951543657275,1.9999877622096913,1.8248841138723009,5.994491895024509,1.99998801101621,1.8248842523251985
1.2344689378757514,9.438963478624242,1.9999811220730428,1.8422423864042379,6.091433774340305,1.9999878171324512,1.842250017840057,5.965976190041527,1.9999880680476199,1.8422501591198044
1.250501002004008,9.391843213587123,1.9999812163135728,1.8594695964245458,6.064095639994679,1.99998787180872,1.8594772733692175,5.937596133824933,1.9999881248077322,1.8594774175277629
1.2665330661322645,9.34495817770225,1.9999813100836445,1.8765592665959383,6.036880198206697,1.9999879262396036,1.8765669876373154,5.9093510810956476,1.9999881812978377,1.8765671347374955
1.282565130260521,9.298307196681789,1.9999814033856067,1.8935124953820834,6.009786898336602,1.9999879804262033,1.8935202590344047,5.881240389644175,1.9999882375192206,1.8935204091507032
1.2985971943887775,9.251889102100066,1.9999814962217959,1.9103303725193705,5.982815192215886,1.9999880343696155,1.910338177236182,5.853263420316001,1.9999882934731594,1.9103383304554278
1.314629258517034,9.205702731364312,1.9999815885945373,1.9270139781904707,5.9559645341362035,1.9999880880709318,1.927021823276208,5.825419536997059,1.999988349160926,1.9270219796982138
1.3306613226452906,9.15974692768553,1.9999816805061446,1.943564384061755,5.929234380838323,1.9999881415312384,1.943572269282446,5.797708106599266,1.9999884045837868,1.9435724287747782
1.3466933867735469,9.114020540049546,1.99998177195892,1.9599826536354694,5.902624191501148,1.999988194751617,1.959990578036692,5.770128499046132,1.999988459743002,1.9599907405707964
1.3627254509018034,9.06852242318815,1.9999818629551536,1.9762698419013176,5.876133427730761,1.9999882477331445,1.976277804515345,5.742680087258427,1.9999885146398255,1.9762779701076933
1.37875751503006,9.023251437550439,1.9999819534971248,1.9924269953976397,5.849761553549542,1.9999883004768928,1.992434995306392,5.715362247139931,1.9999885692755057,1.992435163968379
1.3947895791583165,8.978206449274255,1.9999820435871014,2.008455152271436,5.823508035385318,1.9999883529839293,2.0084631886168505,5.688174357563237,1.999988623651285,2.008463360353376
1.410821643286573,8.933386330157804,1.9999821332273398,2.024355342337235,5.797372342060566,1.9999884052553158,2.0243634143325857,5.661115800355634,1.9999886777683993,2.024363589140499
1.4268537074148295,8.888789957631381,1.9999822224200847,2.0401285871347987,5.77135394478167,1.9999884572921105,2.040136694076979,5.634185960285047,1.9999887316280793,2.040136871943387
1.442885771543086,8.844416214729273,1.9999823111675705,2.0557758999856777,5.7454523171282235,1.9999885090953657,2.0557840412684505,5.607384225046053,1.9999887852315499,2.0557842221688873
1.4589178356713426,8.80026399006176,1.9999823994720198,2.0712982860486044,5.719666935042368,1.9999885606661298,2.0713064611768326,5.580709985245954,1.9999888385800295,2.0713066450732867
1.4749498997995991,8.756332177787309,1.9999824873356444,2.0866967423737295,5.693997276818208,1.9999886120054464,2.0867049509786018,5.554162634390923,1.9999888916747313,2.0867051378174026
1.4909819639278556,8.712619677584845,1.9999825747606448,2.1019722579557025,5.668442823091237,1.9999886631143537,2.1019804998109564,5.5277415688722185,1.9999889445168622,2.1019806895205186
1.5070140280561122,8.66912539462622,1.9999826617492107,2.1171258140500147,5.643003056827842,1.9999887139938863,2.117134088824753,5.5014461879524506,1.9999889971076241,2.1171342813131755
1.5230460921843687,8.62584823954877,1.9999827483035209,2.132158385658623,5.617677463314837,1.9999887646450734,2.1321666912402217,5.4752758937519355,1.9999890494482124,2.1321668864628642
1.539078156312625,8.582787128428045,1.999982834425743,2.1470709390046943,5.592465530149048,1.9999888150689398,2.1470792737032878,5.449230091235087,1.9999891015398175,2.1470794719745165
1.5551102204408815,8.539940982750654,1.9999829201180346,2.161864432321879,5.567366747226951,1.9999888652665057,2.161872795304831,5.423308188196896,1.9999891533836236,2.161872996632835
1.571142284569138,8.497308729387255,1.9999830053825411,2.1765398161797336,5.542380606734346,1.9999889152387866,2.1765482066422575,5.397509595249465,1.9999892049808095,2.17654841103274
1.5871743486973946,8.45488930056568,1.9999830902213989,2.191098033541549,5.517506603136087,1.9999889649867937,2.191106450711372,5.371833725808606,1.9999892563325483,2.191106658166917
1.6032064128256511,8.412681633844182,1.9999831746367323,2.2055400198214343,5.492744233165849,1.9999890145115338,2.2055484629638724,5.346279996080497,1.999989307440008,2.2055486734832517
1.6192384769539077,8.370684672084835,1.9999832586306558,2.2198667029406565,5.468092995815951,1.9999890638140083,2.219875171364109,5.320847825048423,1.99998935830435,2.2198753849415294
1.6352705410821642,8.328897363427055,1.999983342205273,2.2340790033832323,5.443552392327214,1.9999891128952154,2.2340874964451043,5.29553663445955,1.9999894089267312,2.2340877130693957
1.6513026052104207,8.287318661261246,1.9999834253626774,2.2481778342507788,5.41912192617887,1.9999891617561476,2.2481863513638394,5.270345848811788,1.9999894593083023,2.24818657101758
1.6673346693386772,8.245947524202602,1.9999835081049515,2.262164101316618,5.394801103078524,1.9999892103977939,2.262172641955806,5.245274895340695,1.9999895094502094,2.2621728646143833
1.6833667334669338,8.20478291606501,1.9999835904341678,2.2760387030791347,5.370589430952143,1.999989258821138,2.2760472667888174,5.220323204006468,1.999989559353592,2.276047492419426
1.6993987975951903,8.163823805835106,1.9999836723523883,2.289802530814395,5.346486419934105,1.9999893070271602,2.2898111172160878,5.195490207480971,1.999989609019585,2.28981134577666
1.7154308617234468,8.123069167646447,1.9999837538616647,2.3034564690091357,5.32249158235729,1.9999893550168353,2.3034650774285743,5.170775341134842,1.9999896584493178,2.303465308866645
1.7314629258517034,8.082517980753822,1.9999838349640384,2.3170013956283357,5.298604432743207,1.9999894027911345,2.3170100246025838,5.146178043024644,1.999989707643914,2.3170102589666866
1.7474949899799597,8.042169229507685,1.9999839156615409,2.33043818104196,5.274824487792176,1.9999894503510245,2.3304468296969265,5.121697753880106,1.9999897566044922,2.330447067076681
1.7635270541082162,8.002021903328707,1.9999839959561934,2.343767688649442,5.251151266373549,1.9999894976974673,2.343776356288067,5.097333917091393,1.9999898053321659,2.3437765966836666
1.7795591182364727,7.962074996682486,1.9999840758500067,2.3569907749536734,5.227584289515974,1.9999895448314209,2.356999460891494,5.073085978696453,1.9999898538280425,2.3569997043023934
1.7955911823647293,7.922327509054344,1.999984155344982,2.3701082896150893,5.204123080397708,1.9999895917538393,2.370116993181494,5.048953387368424,1.9999899020932252,2.3701172396062384
1.8116232464929858,7.882778444924274,1.9999842344431102,2.3831210755052186,5.180767164336961,1.9999896384656712,2.3831297960448463,5.0249355944030984,1.9999899501288112,2.383130045480882
1.8276553106212423,7.843426813742006,1.9999843131463726,2.39602996875969,5.1575160687823045,1.9999896849678624,2.3960387056339907,5.001032053706444,1.9999899979358926,2.3960389580774533
1.8436873747494988,7.804271629902197,1.9999843914567401,2.4088357988307108,5.1343693233030985,1.9999897312613535,2.408844551419661,4.977242221782192,1.9999900455155564,2.4088448068651407
1.8597194388777554,7.765311912719747,1.9999844693761746,2.4215393885389966,5.111326459579979,1.999989777347081,2.4215481562429875,4.9535655577194735,1.9999900928688845,2.4215484146832713
1.875751503006012,7.72654668640524,1.999984546906627,2.434141554125174,5.088387011395388,1.9999898232259772,2.43415033636707,4.930001523180529,1.9999901399969537,2.4341505977928612
1.8917835671342684,7.687974980040488,1.9999846240500398,2.4466431053006374,5.065550514624129,1.9999898688989708,2.446651901528016,4.9065495823884575,1.9999901869008352,2.4466521659276275
1.907815631262525,7.649595827554239,1.999984700808345,2.4590448453003555,5.042816507223983,1.9999899143669855,2.4590536549854516,4.883209202115046,1.9999902335815958,2.4590539223444727
1.9238476953907815,7.61140826769796,1.9999847771834647,2.4713475711279775,5.020184529226363,1.9999899596309416,2.4713563935724974,4.859979851668636,1.9999902800402967,2.471356663873435
1.939879759519038,7.573411344021768,1.999984853177312,2.4835520734107694,4.997654122727001,1.9999900046917545,2.483560907837482,4.8368610028820616,1.9999903262779943,2.4835611811109004
1.9559118236472943,7.535604104850477,1.9999849287917904,2.495659136363309,4.975224831876691,1.9999900495503362,2.4956679821684054,4.813852130100641,1.9999903722957397,2.495668258417305
1.9719438877755509,7.497985603259758,1.9999850040287934,2.507669537935997,4.952896202872059,1.9999900942075943,2.5076783945338907,4.790952710170225,1.9999904180945796,2.5076786737540173
1.9879759519038074,7.460554897052426,1.9999850788902058,2.5195840498642537,4.93066778394638,1.999990138664432,2.5195929166817708,4.768162222425297,1.9999904636755552,2.5195931988680664
2.004008016032064,7.423311048734844,1.9999851533779025,2.531403437717231,4.908539125360451,1.9999901829217492,2.5314123141947658,4.745480148677139,1.9999905090397025,2.531412599341212
2.0200400801603204,7.38625312549343,1.999985227493749,2.543128460946044,4.886509779393475,1.9999902269804413,2.543137346538839,4.722905973202052,1.9999905541880536,2.5431376346382906
2.036072144288577,7.349380199171308,1.9999853012396016,2.5547598729315184,4.864579300334013,1.9999902708413992,2.554768767111085,4.700439182729623,1.9999905991216345,2.5547690581550775
2.0521042084168335,7.312691346245056,1.9999853746173075,2.566298421031461,4.84274724447096,1.9999903145055111,2.566307323287135,4.67807926643106,1.9999906438414672,2.56630761726568
2.06813627254509,7.276185647801571,1.9999854476287044,2.5777448466274433,4.821013170084573,1.9999903579736598,2.577753756468089,4.655825715907573,1.999990688348568,2.577754053369446
2.0841683366733466,7.239862189515062,1.999985520275621,2.589099885171105,4.7993766374375335,1.9999904012467251,2.58910880212697,4.633678025178823,1.9999907326439497,2.5891091019374
2.100200400801603,7.203720061624142,1.9999855925598768,2.6003642662299775,4.777837208766039,1.9999904443255825,2.600373189854705,4.611635690671409,1.9999907767286187,2.600373492558201
2.1162324649298596,7.167758358909044,1.999985664483282,2.611538713563421,4.756394448270966,1.9999904872111034,2.611547643405625,4.589698211207415,1.9999908206035777,2.611547948983623
2.132264529058116,7.131976180668955,1.9999857360476387,2.6226239453648543,4.735047922109035,1.9999905299041558,2.6226328807450376,4.567865087993029,1.999990864269824,2.6226331891870287
2.1482965931863727,7.096372630699449,1.9999858072547385,2.633620673968475,4.713797198384043,1.9999905724056033,2.6336296142825995,4.546135824607189,1.9999909077283509,2.6336299256139046
2.164328657314629,7.060946817270041,1.9999858781063655,2.644529605980391,4.692641847138118,1.9999906147163058,2.644538550726655,4.524509926990302,1.9999909509801461,2.6445388649401935
2.1803607214428857,7.025697853101862,1.999985948604294,2.6553514423635387,4.671581440343026,1.9999906568371193,2.6553603910487658,4.502986903433007,1.999990994026193,2.655360708137063
2.1963927855711423,6.990624855345426,1.9999860187502894,2.6660868784821674,4.650615551891508,1.9999906987688962,2.666095830622486,4.481566264564999,1.999991036867471,2.6660961505775886
2.212424849699399,6.955726945558518,1.999986088546109,2.6767366041459004,4.629743757588657,1.9999907405124848,2.6767455592675184,4.460247523343898,1.9999910795049534,2.6767458820808945
2.2284569138276553,6.921003249684199,1.9999861579935005,2.6873013036533697,4.60896563514334,1.9999907820687297,2.687310261293451,4.439030195044177,1.9999911219396098,2.68731058695588
2.244488977955912,6.886452898028912,1.999986227094204,2.6977816558354224,4.58828076415965,1.9999908234384718,2.697790615543068,4.417913797246143,1.9999911641724055,2.697790944044517
2.260521042084168,6.852075025240696,1.9999862958499495,2.7081783340978984,4.567688726128402,1.9999908646225477,2.708187295435244,4.396897849824966,1.9999912062043004,2.7081876267647274
2.2765531062124245,6.817868770287517,1.9999863642624593,2.7184920064639884,4.547189104418663,1.9999909056217913,2.718500969007411,4.375981874939757,1.99999124803625,2.7185013031528373
2.292585170340681,6.783833276435699,1.999986432333447,2.728723335616155,4.526781484269328,1.9999909464370316,2.7287322989576057,4.355165397022717,1.999991289669206,2.728732635905608
2.3086172344689375,6.749967691228468,1.9999865000646175,2.7388729789376347,4.5064654527807235,1.9999909870690944,2.7388819426860938,4.33444794276831,1.9999913311041144,2.738882282421845
2.324649298597194,6.716271166464604,1.9999865674576671,2.748941588614002,4.486240598906256,1.9999910275188022,2.7489505523365723,4.313829041122507,1.9999913723419178,2.7489508948435817
2.3406813627254506,6.682742858177187,1.9999866345142836,2.758929811723865,4.466106513444087,1.9999910677869732,2.7589387748600256,4.29330822327208,1.9999914133835535,2.758939120138465
2.356713426853707,6.649381926612472,1.9999867012361467,2.7688382900765505,4.446062789028872,1.999991107874422,2.768847252175565,4.272885022633932,1.9999914542299548,2.768847600228071
2.3727454909819636,6.616187536208846,1.9999867676249277,2.778667660351085,4.426109020123501,1.9999911477819599,2.778676620991919,4.2525589748445,1.9999914948820503,2.7786769718092743
2.38877755511022,6.583158855575908,1.9999868336822888,2.7884185541410953,4.4062448030109005,1.999991187510394,2.788427512911131,4.232329617749189,1.9999915353407645,2.788427866483699
2.4048096192384767,6.550295057473639,1.999986899409885,2.7980915979947714,4.386469735785866,1.9999912270605285,2.798100554490568,4.212196491391868,1.9999915756070172,2.798100910808194
2.420841683366733,6.517595318791688,1.9999869648093624,2.8076874134544405,4.366783418346926,1.9999912664331634,2.807696367282588,4.192159138004406,1.999991615681724,2.8076967263344925
2.4368737474949898,6.485058820528754,1.999987029882359,2.8172066170957457,4.347185452388255,1.9999913056290952,2.8172155678738204,4.172217101996273,1.999991655565796,2.817215929648476
2.4529058116232463,6.452684747772075,1.9999870946305045,2.826649820566439,4.327675441391605,1.9999913446491173,2.82665876792406,4.152369929944172,1.9999916952601402,2.8266591324090573
2.468937875751503,6.4204722896770114,1.9999871590554206,2.8360176306247786,4.308252990618291,1.9999913834940188,2.8360265742047743,4.132617170581736,1.9999917347656588,2.8360269413866726
2.4849699398797593,6.3884206394467515,1.999987223158721,2.845310649177539,4.288917707101199,1.9999914221645858,2.845319588637223,4.112958374789264,1.9999917740832505,2.845319958501386
2.501002004008016,6.356528994312089,1.9999872869420114,2.854529473317626,4.2696691996368346,1.9999914606616007,2.8545384083301912,4.0933930955835125,1.9999918132138088,2.854538780860611
2.5170340681362724,6.3247965555113215,1.999987350406889,2.863674695362809,4.250507078777416,1.9999914989858425,2.8636836256173366,4.073920888107526,1.9999918521582238,2.8636840007964377
2.533066132264529,6.293222528270251,1.9999874135549434,2.8727469030893236,4.231430956822986,1.9999915371380863,2.872755828094148,4.054541309620531,1.9999918909173808,2.872756205902578
2.5490981963927855,6.26180612178227,1.9999874763877565,2.88174667956967,4.21244044781357,1.9999915751191044,2.881755598772652,4.035253919487865,1.999991929492161,2.8817559792376906
